c_index,spearman,pearson,p_spearman,k,taxonomy_level,filter,Metabolites,Locate,Microbium,number
0.7355371900826446,0.4894866946916333,0.492587968146315,0.0461223305391552,8,6,2,0,1,0,10
0.7272727272727273,0.6099948403390659,0.5495058629927551,0.0093184258456696,1,6,2,0,1,0,10
0.544973544973545,0.1458633905323655,0.0894426282414695,0.5171773521846454,1,6,4,0,1,0,10
0.492063492063492,0.0209206456540444,0.0269869363989356,0.926373576540856,2,6,4,0,1,0,10
0.4708994708994709,-0.0627619369621333,-0.2019123299812127,0.7814196864454722,3,6,4,0,1,0,10
0.4444444444444444,-0.1603916166810075,-0.2763591879424855,0.4758291999474547,4,6,4,0,1,0,10
0.4285714285714285,-0.1853801656566717,-0.2791241905815771,0.4088323949002824,7,6,4,0,1,0,10
0.4232804232804232,-0.1696896814161384,-0.2362325719848992,0.4502749627304352,9,6,4,0,1,0,10
0.4021164021164021,-0.2208290374593582,-0.3828020088055259,0.3233571525562779,10,6,4,0,1,0,10
0.3386243386243386,-0.4044658159781929,-0.3580663681893479,0.0618922016919356,6,6,4,0,1,0,10
0.3386243386243386,-0.3986545255187361,-0.3776800162790193,0.0660996479758269,8,6,4,0,1,0,10
0.2962962962962963,-0.4933785600078819,-0.6080228002593975,0.0196294966459027,5,6,4,0,1,0,10
0.9230769230769232,0.8106924338010206,0.7728000710587243,0.00803278561258,1,6,6,0,1,0,10
0.8461538461538461,0.6414269805898185,0.494780757028675,0.06260671943562,4,6,6,0,1,0,10
0.7692307692307693,0.5167050676973538,0.6591562291120152,0.1543541306570348,2,6,6,0,1,0,10
0.7692307692307693,0.5167050676973538,0.5076062324029127,0.1543541306570348,3,6,6,0,1,0,10
0.6923076923076923,0.4098005709323841,0.4050027678551733,0.2733446720509898,5,6,6,0,1,0,10
0.6923076923076923,0.3919831548048891,0.353602743357504,0.2967672578897983,6,6,6,0,1,0,10
0.6538461538461539,0.3474396144861517,0.374509805116642,0.3595914630543443,7,6,6,0,1,0,10
0.6153846153846154,0.2672612419124244,0.2226512449166163,0.4869154338816687,8,6,6,0,1,0,10
0.5769230769230769,0.2227177015936869,0.3189895219657874,0.5646219007110859,9,6,6,0,1,0,10
0.5,0.0534522483824848,0.08896440876652,0.8913669072666646,10,6,6,0,1,0,10
0.5649484536082474,0.1724827621960821,0.2027217367776972,0.241073802996528,2,6,0,0,1,0,10
0.5494845360824743,0.1262445809035943,0.1849076105322365,0.3925395458312151,3,6,0,0,1,0,10
0.5381443298969072,0.0864620884073131,0.0805707700447514,0.5589964683116115,4,6,0,0,1,0,10
0.5381443298969072,0.0912072955566615,0.0576789036460421,0.5375427401320719,8,6,0,0,1,0,10
0.520618556701031,0.0572735467560887,0.0119899754036538,0.6990073209202439,10,6,0,0,1,0,10
0.5175257731958763,0.0562803638643646,0.0730033859953046,0.7039862693908143,1,6,0,0,1,0,10
0.5164948453608248,0.0510937420964722,0.0491484819396654,0.7301829302917504,7,6,0,0,1,0,10
0.511340206185567,0.0261538161487341,0.1206669754574364,0.8599383093599616,9,6,0,0,1,0,10
0.5103092783505154,0.0327198585995766,-0.0021922428571063,0.825268884072283,6,6,0,0,1,0,10
0.4546391752577319,-0.1108502460818711,-0.1274837590656628,0.4532155222510294,5,6,0,0,1,0,10
0.768595041322314,0.6497501048825489,0.5845144126523852,0.0047553868149474,1,7,2,0,1,0,10
0.7272727272727273,0.5578160556257447,0.4421505683952024,0.019978624092483,2,7,2,0,1,0,10
