c_index,spearman,pearson,p_spearman,k
0.6732673267326733,0.4459126077383488,0.39893669944401555,0.08342240631342501,1
0.6039603960396039,0.25007261109650636,0.33838407105533813,0.35024692329134177,2
0.5148514851485149,0.04218092235362759,0.007910086992268042,0.8767385126543346,3
0.49504950495049505,-0.030129230252591132,-0.13742858240718248,0.9118026999354898,4
0.45544554455445546,-0.09340061378303251,-0.1179579174561268,0.7308087091485369,7
0.44554455445544555,-0.11750399798510543,-0.16869504274153754,0.6647270039728947,5
0.42574257425742573,-0.14462030521243743,-0.12384437925305611,0.5930791849673506,6
0.42574257425742573,-0.1385944591619192,-0.15424034245069845,0.6087280722733711,8
0.4158415841584158,-0.2018658426923606,-0.2785316101782913,0.4534148166825087,10
0.39603960396039606,-0.26513722622280195,-0.29852220946268093,0.32098694307266856,9
