c_index,spearman,pearson,p_spearman,k
0.7195767195767195,0.5340575932240794,0.430080811896446,0.010462017284665113,2
0.6931216931216931,0.45444291392952135,0.4058467738635184,0.03360791445752673,3
0.6613756613756614,0.3707603313133435,0.36037551186323796,0.0893820782491053,4
0.6402116402116402,0.32427000763768915,0.325868410093541,0.14093861671082386,5
0.6402116402116402,0.31555307194850396,0.34668011500185814,0.15256400002881162,6
0.6296296296296297,0.3149719429025583,0.22890962332560003,0.15336223407427926,1
0.5925925925925926,0.21559887604584707,0.15304567477706404,0.33523793951093683,7
0.582010582010582,0.19758387562153104,0.1918255267693329,0.3781071468964874,8
0.582010582010582,0.18247452042694334,0.06697167383953263,0.4163443825831862,9
0.5502645502645502,0.1301729062918322,0.06816165701974397,0.5636753685590318,10
