c_index,spearman,pearson,p_spearman,k
0.5544554455445545,0.15064615126295566,0.22296334971576035,0.5775965492867148,8
0.5445544554455446,0.08737476773251429,0.07758534215585867,0.7476311777471198,5
0.48514851485148514,-0.07833599865673695,-0.22826188984028017,0.773064185598375,1
0.48514851485148514,-0.015064615126295566,0.07033086361622762,0.9558412960160091,6
0.46534653465346537,-0.09641353680829164,-0.022393078150859336,0.7224398897377425,7
0.42574257425742573,-0.18981415059132414,-0.11814512157900976,0.4813645036986226,4
0.42574257425742573,-0.15064615126295566,-0.11391528438010401,0.5775965492867148,9
0.4158415841584158,-0.18981415059132414,-0.14239215847788417,0.4813645036986226,10
0.38613861386138615,-0.3012923025259113,-0.3552869823194525,0.25678982677228485,2
0.3564356435643564,-0.30731814857642953,-0.35219901608807924,0.24692563654589908,3
