c_index,spearman,pearson,p_spearman,k
0.768595041322314,0.6609312730354034,0.7394874999439971,0.003869418430186349,5
0.7603305785123967,0.6497501048825489,0.5700577784215549,0.004755386814947486,2
0.7603305785123967,0.6087524883220822,0.6892021027324122,0.009503233643606574,10
0.7520661157024794,0.6323571766447751,0.5454341519168335,0.006453322215102088,3
0.7520661157024794,0.5528466475578092,0.6492957871172526,0.0213532248597962,7
0.743801652892562,0.5677548717616153,0.5581508930789179,0.01743713924079209,9
0.7355371900826446,0.6186913044579528,0.5627757747036335,0.008103533619577231,4
0.7355371900826446,0.56278546369368,0.636657056283069,0.018674082814679225,6
0.7355371900826446,0.48948669469163336,0.49258796814631506,0.04612233053915523,8
0.7272727272727273,0.6099948403390659,0.5495058629927551,0.00931842584566965,1
