ID,Z_0,Z_1,Z_2,Z_3,Z_4,Z_5,Z_6,Z_7,Z_8,Z_9,Date,AgeMonths,Cage,MiceName,diff,DateEnd
27-0_7-20,0.040391743,-0.07788746,-0.23366153,-0.1512246,0.21745093,0.21248414,0.22502488,-0.18635902,-0.10825613,0.04075162,2020-07-01,6,Agf27,27-0,360,2021-07-01
27-1_5-20,0.063885584,-0.047817923,-0.21003875,-0.30271924,0.2564095,0.15795359,0.12799543,-0.19723774,-0.036721468,-0.021904461,2020-05-01,4,Agf27,27-1,420,2021-07-01
27-1_7-20,0.1545087,0.052655846,-0.20923546,-0.20629367,0.22356868,0.0611213,0.17233193,-0.19269222,-0.154078,-0.08011649,2020-07-01,6,Agf27,27-1,360,2021-07-01
27-2_5-20,0.1476755,-0.19810908,-0.11962142,-0.41596144,0.4112985,0.20221457,0.29440296,-0.13795072,-0.19536392,-0.1026655,2020-05-01,4,Agf27,27-2,420,2021-07-01
27-2_7-20,0.09778614,0.051257104,-0.29134998,-0.09010449,0.21483512,0.07805626,0.1831218,-0.29228777,-0.069696516,-0.046395972,2020-07-01,6,Agf27,27-2,360,2021-07-01
28-0_5-20,-0.00010963343,-0.036574963,-0.20162795,-0.26567423,0.2771803,0.17394798,0.0721056,-0.25930294,-0.14999759,-0.072818905,2020-05-01,4,Agf28,28-0,420,2021-07-01
28-0_7-20,0.10065989,0.22528523,-0.23913768,-0.14323704,0.11918621,0.06513086,0.11469695,-0.16103658,-0.113221444,-0.07647787,2020-07-01,6,Agf28,28-0,360,2021-07-01
28-1_5-20,0.046475053,0.04053408,-0.2814189,-0.05955626,0.18562475,0.08838519,0.22972845,0.020598456,-0.31883523,-0.13057373,2020-05-01,4,Agf28,28-1,420,2021-07-01
28-1_7-20,-0.008991431,0.16345671,-0.27388325,-0.033701733,0.16383322,0.13358854,0.24739449,0.023913339,-0.30609494,-0.1539891,2020-07-01,6,Agf28,28-1,360,2021-07-01
29-0_5-20,0.031090433,0.23574333,-0.40077984,-0.08883974,0.22845097,0.12400067,0.15217373,-0.19478233,-0.14125909,-0.23899963,2020-05-01,4,Agf29,29-0,420,2021-07-01
29-0_7-20,-0.001914857,0.022515418,-0.2827479,-0.16760784,0.26447147,0.15764073,0.26779658,-0.087685734,-0.3457296,-0.17642912,2020-07-01,6,Agf29,29-0,360,2021-07-01
29-1_5-20,0.0929354,0.007949647,-0.1128453,-0.24664432,0.18619438,0.1039555,0.21791363,-0.14939108,-0.10828919,0.0041760057,2020-05-01,4,Agf29,29-1,420,2021-07-01
29-1_7-20,0.12455411,0.056551993,-0.22119349,-0.28285164,0.2502498,0.16722412,0.2180488,-0.15454704,-0.14904264,-0.09431016,2020-07-01,6,Agf29,29-1,360,2021-07-01
29-2_7-20,0.060618766,-0.0128560355,-0.22767347,-0.14053702,0.16966698,0.084989876,0.18580195,-0.26559678,-0.15580197,0.0031109452,2020-07-01,6,Agf29,29-2,360,2021-07-01
30-1_5-20,0.14079562,0.095215715,-0.17086048,-0.18588671,0.26581848,0.11704831,0.25704604,-0.10938564,-0.17626287,-0.11391319,2020-05-01,2,Agf30,30-1,480,2021-09-01
30-1_7-20,0.07869709,0.106526084,-0.299465,-0.010877043,0.025954768,0.10998872,0.3031379,-0.17562146,-0.08892373,-0.0053465664,2020-07-01,4,Agf30,30-1,420,2021-09-01
31-0_7-20,0.035258997,0.06487271,-0.1611894,-0.10035462,-0.06962271,0.09906824,0.30432865,-0.06471655,-0.17818856,-0.0037578791,2020-07-01,4,Agf31,31-0,420,2021-09-01
31-2_5-20,0.11261281,0.23825909,-0.26986668,-0.13702875,0.18455052,0.2936786,0.3733684,0.011119112,-0.24524948,-0.27157974,2020-05-01,2,Agf31,31-2,480,2021-09-01
31-2_7-20,0.12890555,-0.113599665,-0.34640658,-0.10825773,0.4565254,0.21419431,0.39453793,-0.14761436,-0.25275755,-0.18619727,2020-07-01,4,Agf31,31-2,420,2021-09-01
32-0_5-20,0.06593448,0.16401526,-0.2533242,-0.19909318,0.21977405,0.13182496,0.12747756,-0.019179836,-0.2581778,-0.15859707,2020-05-01,2,Agf32,32-0,480,2021-09-01
32-0_7-20,0.15230173,-0.057733163,-0.09781754,-0.18500596,0.15087864,0.05405207,0.120558485,-0.10928207,-0.21433847,0.04455419,2020-07-01,4,Agf32,32-0,420,2021-09-01
32-1_5-20,0.018582905,-0.009450547,-0.18870384,-0.26428118,0.16406314,0.21114394,-0.05305551,-0.259272,-0.1652913,-0.027189046,2020-05-01,2,Agf32,32-1,480,2021-09-01
32-1_7-20,0.14707273,0.2164969,-0.29255664,-0.057551533,0.22221209,-0.00068442523,0.15730575,-0.118239306,-0.25860822,-0.244593,2020-07-01,4,Agf32,32-1,420,2021-09-01
32-2_5-20,0.13621202,-0.01630078,-0.31635278,-0.20003499,0.3773424,0.19760405,0.22467333,-0.1020878,-0.29185635,-0.18770963,2020-05-01,2,Agf32,32-2,480,2021-09-01
32-2_7-20,0.13208567,-0.21998332,-0.18993704,-0.31671458,0.41602087,0.1627177,0.23667794,-0.28826636,-0.18341348,-0.055167206,2020-07-01,4,Agf32,32-2,420,2021-09-01
33-0_5-20,0.07278502,0.08529449,-0.16847637,-0.20686518,0.24403188,0.27537596,0.18258253,-0.045564577,-0.18468411,-0.059076905,2020-05-01,2,Agf33,33-0,480,2021-09-01
33-0_7-20,0.08759634,0.023355229,-0.22349781,-0.16895372,0.1766333,0.19145061,0.23373821,-0.20742464,-0.14110783,-0.041898675,2020-07-01,4,Agf33,33-0,420,2021-09-01
33-2_5-20,0.120958745,0.12784202,-0.15636669,-0.26629898,0.29032716,0.12869492,-0.0023898184,-0.2259735,-0.18245268,-0.15980099,2020-05-01,2,Agf33,33-2,480,2021-09-01
33-2_7-20,0.37443224,-0.3058921,-0.14708555,-0.2561254,0.5181199,-0.043008283,0.07409008,-0.35272756,-0.2524017,0.08662897,2020-07-01,4,Agf33,33-2,420,2021-09-01
34-1_5-20,-0.041677672,0.25342274,-0.14648125,-0.068994224,-0.16330461,0.17721345,0.24658029,0.02502802,-0.15566152,-0.034134425,2020-05-01,2,Agf34,34-1,480,2021-09-01
34-1_7-20,0.10084325,0.022338556,-0.123524815,-0.1903485,0.1756513,0.19484358,0.19367191,-0.098012015,-0.15451469,-0.0020499676,2020-07-01,4,Agf34,34-1,420,2021-09-01
35-0_5-20,0.0006971508,-0.08393742,-0.086909674,-0.13455746,0.08259304,0.046021312,0.23553951,0.047309205,-0.29174632,-0.001381427,2020-05-01,2,Agf35,35-0,480,2021-09-01
35-0_7-20,0.16038726,0.13902128,-0.20428666,-0.19431369,0.16183674,0.12064524,0.03496436,-0.14709842,-0.14381121,-0.03649687,2020-07-01,4,Agf35,35-0,420,2021-09-01
35-1_5-20,0.19337566,0.31226367,-0.18808451,-0.19231501,0.06350316,0.041473567,0.116391934,-0.15163606,-0.09313455,-0.1223247,2020-05-01,2,Agf35,35-1,480,2021-09-01
35-1_7-20,0.16582043,0.19670197,-0.3075813,-0.10707397,0.37587667,0.18215044,0.22592731,-0.05725266,-0.32469863,-0.2836342,2020-07-01,4,Agf35,35-1,420,2021-09-01
36-0_5-20,0.045977313,0.27498507,-0.36319292,0.109195694,0.13908118,0.23042355,0.49922907,0.021477237,-0.27489436,-0.2807209,2020-05-01,2,Agf36,36-0,480,2021-09-01
36-0_7-20,0.13820924,0.03686715,-0.17883627,-0.03978516,-0.076323316,0.008046463,0.040018123,-0.11856987,-0.20104656,0.08256677,2020-07-01,4,Agf36,36-0,420,2021-09-01
36-1_5-20,0.07005691,0.2254445,-0.43499857,0.004425764,0.2771852,0.21413298,0.4115421,-0.08090339,-0.23011784,-0.2947197,2020-05-01,2,Agf36,36-1,480,2021-09-01
36-1_7-20,0.08372764,-0.11321359,-0.09377539,-0.057896867,0.067917906,-0.047903523,0.270586,-0.027091026,-0.31207663,0.033202335,2020-07-01,4,Agf36,36-1,420,2021-09-01
37-1_5-20,0.12783858,0.046950623,-0.22230661,-0.20805888,0.14916804,-0.06301679,-0.008690685,-0.24883474,-0.1635364,0.0013611615,2020-05-01,2,Agf37,37-1,480,2021-09-01
37-1_7-20,0.19949351,0.06784831,-0.060449682,-0.021683857,0.0033547282,-0.09434952,0.048040718,-0.111690134,-0.25036302,0.10257082,2020-07-01,4,Agf37,37-1,420,2021-09-01
38-1_5-20,0.22250506,0.29760572,-0.16242734,-0.27320868,0.037098736,-0.070383355,-0.17016357,-0.31529027,-0.019001871,0.023030207,2020-05-01,2,Agf38,38-1,480,2021-09-01
38-1_7-20,0.22442913,-0.04775396,-0.17582694,-0.25798416,0.41413927,0.28892994,0.2368164,-0.17794992,-0.1741014,-0.037812933,2020-07-01,4,Agf38,38-1,420,2021-09-01
38-2_5-20,0.25390184,-0.066315345,-0.12023893,-0.41059875,0.36227977,0.1366312,-0.005967587,-0.23947006,-0.105283365,0.018571898,2020-05-01,2,Agf38,38-2,480,2021-09-01
38-2_7-20,0.06959392,0.19671394,-0.046124347,-0.13008285,-0.12878065,0.07294416,0.026856948,-0.06957796,-0.11012867,0.06209892,2020-07-01,4,Agf38,38-2,420,2021-09-01
39-0_5-20,0.002928663,-0.080818325,-0.14374042,-0.18812677,0.08386907,0.23626044,0.29742768,-0.13687012,-0.17414574,-0.0338367,2020-05-01,2,Agf39,39-0,480,2021-09-01
39-0_7-20,0.13671663,-0.031450037,-0.09620802,-0.07468879,0.20969567,0.035622075,0.09137336,-0.3759467,-0.17214552,0.08072868,2020-07-01,4,Agf39,39-0,420,2021-09-01
39-1_5-20,0.030672314,-0.03877639,-0.095859796,-0.058868423,0.0083476305,0.007996812,0.23995304,0.008926839,-0.32639349,0.016311958,2020-05-01,2,Agf39,39-1,480,2021-09-01
39-1_7-20,0.12567727,0.1595622,-0.271187,-0.13378605,0.16434407,0.18455198,0.20943572,-0.12675005,-0.14809015,-0.12376796,2020-07-01,4,Agf39,39-1,420,2021-09-01
40-1_5-20,0.046260294,0.23694076,-0.34694338,-0.16245076,0.31325933,0.26214826,0.2645697,-0.03724742,-0.19917594,-0.30490744,2020-05-01,2,Agf40,40-1,480,2021-09-01
40-1_7-20,0.15446812,-0.016190745,-0.19792697,-0.21169922,0.25431067,0.081596054,0.17143127,-0.12992702,-0.15885644,-0.07751351,2020-07-01,4,Agf40,40-1,420,2021-09-01
40-2_5-20,0.17127897,-0.013815832,-0.20632428,-0.26078135,0.30383903,0.09103025,0.17283556,-0.22331744,-0.12880364,-0.047956496,2020-05-01,2,Agf40,40-2,480,2021-09-01
40-2_7-20,0.022831067,0.21290182,-0.3586704,0.03339173,0.27933756,0.2555446,0.29784024,0.060304806,-0.2666114,-0.2716711,2020-07-01,4,Agf40,40-2,420,2021-09-01
41-0_5-20,0.08025583,0.09552597,-0.2712698,-0.22943309,0.17158219,0.1989429,0.23297226,-0.19894731,-0.055153467,-0.06737715,2020-05-01,2,Agf41,41-0,480,2021-09-01
41-0_7-20,0.067065045,0.018656185,-0.26299462,-0.21580623,0.23848715,0.13476673,0.1714532,-0.25278124,-0.09780909,-0.034030348,2020-07-01,4,Agf41,41-0,420,2021-09-01
42-1_5-20,0.107942805,0.23016898,-0.31748527,-0.16065325,0.14579812,0.25803855,0.24853377,0.024561644,-0.20444071,-0.24104185,2020-05-01,2,Agf42,42-1,480,2021-09-01
42-1_7-20,0.08996844,0.0765256,-0.15885112,-0.2626195,0.06761434,0.13842694,0.09677915,-0.2263757,-0.01175651,0.077802464,2020-07-01,4,Agf42,42-1,420,2021-09-01
43-0_5-20,0.018092005,0.20501888,-0.29431617,-0.0960035,0.25699183,0.12603277,0.18755099,-0.12897179,-0.24341476,-0.21615002,2020-05-01,2,Agf43,43-0,480,2021-09-01
43-0_7-20,0.19575828,0.0074070934,-0.18155466,-0.24479136,0.17616042,-0.13151322,-0.07620165,-0.31500113,-0.13069734,0.033621922,2020-07-01,4,Agf43,43-0,420,2021-09-01
43-1_5-20,0.0346117,0.20644543,-0.38939857,-0.032429338,0.26704258,0.15820263,0.23512866,-0.024017632,-0.26964816,-0.23504093,2020-05-01,2,Agf43,43-1,480,2021-09-01
43-1_7-20,0.2043168,0.035728112,-0.17066427,-0.30934274,0.16186894,0.07487651,-0.023149893,-0.25793898,-0.06458691,0.042944834,2020-07-01,4,Agf43,43-1,420,2021-09-01
44-0_5-20,0.107030824,0.02378841,-0.44700503,0.0033922046,0.521337,0.24537078,0.5028559,-0.06609608,-0.3495952,-0.32889646,2020-05-01,2,Agf44,44-0,480,2021-09-01
44-0_7-20,0.0072510242,0.06861124,-0.16601312,-0.12942211,0.124090575,0.31356657,0.29396757,0.047740683,-0.3606169,-0.11466782,2020-07-01,4,Agf44,44-0,420,2021-09-01
44-1_5-20,-0.08183551,0.08287898,-0.2861114,0.016738877,0.17065506,0.16911446,0.32525992,-0.20292167,-0.31388187,-0.12326646,2020-05-01,2,Agf44,44-1,480,2021-09-01
44-1_7-20,0.18694498,0.16287613,-0.3422388,-0.0358067,0.31748897,0.10402445,0.2609009,-0.072896674,-0.32556814,-0.25759593,2020-07-01,4,Agf44,44-1,420,2021-09-01
45-2_5-20,0.026879076,0.21654843,-0.22069561,-0.11951752,0.165512,0.27753434,0.18174145,0.029380873,-0.22317745,-0.12194883,2020-05-01,2,Agf45,45-2,480,2021-09-01
45-2_7-20,0.2152768,-0.028534232,-0.09933148,-0.17518993,0.0810559,-0.0010021329,-0.032460608,-0.2339151,-0.1186672,0.1455651,2020-07-01,4,Agf45,45-2,420,2021-09-01
46-0_5-20,-0.0005289037,-0.057044297,-0.22845316,-0.17806943,0.27662882,0.19384336,0.2630462,-0.06822285,-0.33445042,-0.13661662,2020-05-01,2,Agf46,46-0,480,2021-09-01
46-0_7-20,0.05216178,0.005607819,-0.1970331,-0.20390847,0.050829202,0.19269332,0.26688474,-0.19516592,-0.13864775,-0.05234114,2020-07-01,4,Agf46,46-0,420,2021-09-01
47-0_5-20,0.12061021,-0.059648357,-0.23722377,-0.28743345,0.33430707,0.099095754,0.156053,-0.21690352,-0.13381697,-0.05256495,2020-05-01,2,Agf47,47-0,480,2021-09-01
47-0_7-20,0.072139665,0.21403877,-0.13438709,-0.16944121,-0.083488956,0.12396513,0.16606355,-0.03812933,-0.12901267,-0.07119462,2020-07-01,4,Agf47,47-0,420,2021-09-01
