c_index,spearman,pearson,p_spearman,k
0.768595041322314,0.6497501048825489,0.5845144126523852,0.004755386814947486,1
0.7272727272727273,0.5578160556257447,0.4421505683952024,0.019978624092483088,2
0.7024793388429752,0.5043949188954394,0.4617152140191717,0.03894911594695082,3
0.6694214876033058,0.46215495031798887,0.4779887573429903,0.06179925477851048,9
0.6611570247933884,0.45221613418211815,0.48013335587939315,0.06837922821246506,10
0.6363636363636364,0.3664938450102331,0.45311135604887065,0.14792237846707754,7
0.6198347107438017,0.3056185961780249,0.3391784653992705,0.23289901237135513,4
0.6115702479338843,0.3056185961780249,0.378066044805343,0.23289901237135513,5
0.6115702479338843,0.2882256679402511,0.3883637278044617,0.2619120418207573,6
0.5867768595041323,0.24722805137978435,0.3766455253854842,0.3387346959740436,8
