c_index,spearman,pearson,p_spearman,k
0.5649484536082474,0.17248276219608216,0.20272173677769728,0.24107380299652806,2
0.5494845360824743,0.12624458090359436,0.18490761053223656,0.3925395458312151,3
0.5381443298969072,0.08646208840731312,0.08057077004475141,0.5589964683116115,4
0.5381443298969072,0.0912072955566615,0.0576789036460421,0.5375427401320719,8
0.520618556701031,0.05727354675608871,0.01198997540365386,0.6990073209202439,10
0.5175257731958763,0.05628036386436463,0.07300338599530462,0.7039862693908143,1
0.5164948453608248,0.0510937420964722,0.04914848193966548,0.7301829302917504,7
0.511340206185567,0.026153816148734153,0.12066697545743642,0.8599383093599616,9
0.5103092783505154,0.03271985859957669,-0.002192242857106369,0.825268884072283,6
0.45463917525773195,-0.1108502460818711,-0.12748375906566287,0.45321552225102946,5
