c_index,spearman,pearson,p_spearman,k
0.5340909090909091,0.04951337041526192,-0.18141985196717514,0.8608956513497877,2
0.48863636363636365,-0.042178056279667565,-0.018577361603608497,0.8813577669111003,9
0.4772727272727273,-0.056848684550856274,0.060121946549361746,0.8405153203349387,10
0.45454545454545453,-0.11002971203391539,-0.214875643706749,0.6962686208691602,4
0.45454545454545453,-0.13386948297459705,-0.12830710670903428,0.6343271784287827,8
0.4090909090909091,-0.18338285338985896,-0.16453852974508992,0.5129787286451125,7
0.3977272727272727,-0.26223748034749833,-0.337343288386235,0.34506764794086076,3
0.375,-0.35943039264412363,-0.369609798796637,0.18824251230072994,1
0.3181818181818182,-0.41261142012718266,-0.39531139617824196,0.12640053588747732,6
0.3068181818181818,-0.44195267666956006,-0.3548368891704772,0.09906442675979463,5
