c_index,spearman,pearson,p_spearman,k
0.5769230769230769,0.17817416127494962,0.03550106065376944,0.6464923925578092,1
0.5384615384615384,0.10690449676496976,0.0012060807749764008,0.7842794289221957,2
0.46153846153846156,-0.08017837257372731,-0.05538626118979107,0.8375344564769127,3
0.46153846153846156,-0.1247219128924647,-0.07799322677766532,0.749189240389827,8
0.46153846153846156,-0.06236095644623235,-0.15598131140914892,0.8733702885398689,9
0.4230769230769231,-0.16926545321120212,-0.18493229795314045,0.6633023864318675,7
0.4230769230769231,-0.1247219128924647,-0.18817302220138532,0.749189240389827,10
0.38461538461538464,-0.2583525338486769,-0.2729054801620405,0.5020906316318055,5
0.38461538461538464,-0.2939873661036668,-0.2547317629951192,0.4425691047460786,6
0.3076923076923077,-0.427617987059879,-0.3320321104755117,0.2509275834745887,4
