c_index,spearman,pearson,p_spearman,k
0.9230769230769231,0.8106924338010206,0.7728000710587243,0.008032785612580065,1
0.8461538461538461,0.6414269805898185,0.494780757028675,0.06260671943562007,4
0.7692307692307693,0.5167050676973538,0.6591562291120152,0.1543541306570348,2
0.7692307692307693,0.5167050676973538,0.5076062324029127,0.1543541306570348,3
0.6923076923076923,0.4098005709323841,0.40500276785517336,0.2733446720509898,5
0.6923076923076923,0.39198315480488916,0.353602743357504,0.2967672578897983,6
0.6538461538461539,0.34743961448615174,0.374509805116642,0.35959146305434436,7
0.6153846153846154,0.2672612419124244,0.22265124491661634,0.4869154338816687,8
0.5769230769230769,0.22271770159368698,0.3189895219657874,0.5646219007110859,9
0.5,0.05345224838248488,0.08896440876652001,0.8913669072666646,10
