c_index,spearman,pearson,p_spearman,k
0.5714285714285714,0.3188740696088466,0.27552784393005136,0.5379005604702051,7
0.5714285714285714,0.17393131069573453,0.31319837185783894,0.7417339277316277,8
0.5,0.0,0.02694302746664151,1.0,5
0.5,0.11595420713048968,0.059428054231923794,0.826848213385815,9
0.5,0.11595420713048968,0.014606269477019568,0.826848213385815,10
0.42857142857142855,-0.08696565534786727,-0.1455027889342383,0.8698803787001028,1
0.42857142857142855,-0.20291986247835694,-0.24190821513764266,0.699797968157019,4
0.42857142857142855,-0.05797710356524484,0.021208740950211302,0.9131317851623264,6
0.2857142857142857,-0.6087595874350709,-0.4615674620553376,0.19966018946036257,2
0.2857142857142857,-0.6087595874350709,-0.5320662983572002,0.19966018946036257,3
