c_index,spearman,pearson,p_spearman,k
0.5714285714285714,0.2608969660436018,0.06018811716903517,0.6175338174259972,4
0.5,0.0,-0.1889584510963966,1.0,3
0.5,-0.02898855178262242,-0.08991139457224878,0.9565293523898406,5
0.5,-0.02898855178262242,-0.01702264903240939,0.9565293523898406,7
0.5,-0.05797710356524484,-0.3086745030028826,0.9131317851623264,8
0.42857142857142855,-0.20291986247835694,-0.21481462450073205,0.699797968157019,1
0.42857142857142855,-0.4058397249567139,-0.44920824040383545,0.42466250756136453,2
0.42857142857142855,-0.23190841426097936,-0.14384484016907567,0.6583735712609271,6
0.42857142857142855,-0.11595420713048968,-0.29728448175949485,0.826848213385815,9
0.2857142857142857,-0.5217939320872036,-0.4739299800127739,0.28834323380039373,10
