c_index,spearman,pearson,p_spearman,k
0.6685393258426966,0.387078987558656,0.35594941876296227,0.08300314958921756,1
0.6292134831460674,0.348504105637003,0.300837890684153,0.12156010417135778,7
0.5955056179775281,0.23144929152991803,0.19344770067870726,0.3127440979109959,6
0.5898876404494382,0.21149676639802853,0.11853828722903365,0.35740350319635583,9
0.5898876404494382,0.21482218725334346,0.20980521753170583,0.3497159186862093,10
0.5674157303370787,0.16826629527893466,0.11246886192633561,0.46594040740710285,8
0.5617977528089888,0.16028528522617885,0.11832971335560041,0.48765048694211344,5
0.5,0.037909797750590016,-0.0982077890527385,0.8704043994354822,4
0.47191011235955055,-0.0698338379616132,-0.03405248602439839,0.7635743701751657,2
0.42134831460674155,-0.17624730533169045,-0.13031468306907548,0.44473443135263513,3
